seed,n_ind,n_cells,method,type_1_err,MCC
2531,10,100,MAST_Combat,0.704211060375444,0.00874496345335564
2531,10,100,GLM_tweedie,0.0590863952333664,0.804764197239681
2531,10,100,GLMM_tweedie,0.0302879841112215,0.828589605700607
2531,10,100,GEE1,0.0774577954319762,0.809928611778394
2531,10,100,Pseudobulk_mean,0.0248262164846077,0.924698837359584
2531,10,100,Pseudobulk_sum,0.0441906653426018,0.909266610313069
2531,10,100,Monocle,0.183714001986097,0.831364983926151
2531,10,100,ROTS,0.230883813306852,0.764462611442023
2873,10,100,MAST,0.279938587512794,0.351105841390702
2873,10,100,MAST_RE,0.0629477993858751,0.588373754812921
2873,10,100,MAST_Combat,0.687792207792208,-0.00614859561511869
2873,10,100,GLM_tweedie,0.0669687814702921,0.806692562995797
2873,10,100,GLMM_tweedie,0.027693856998993,0.837395971290975
2873,10,100,GEE1,0.0790533736153072,0.810325049897998
2873,10,100,Pseudobulk_mean,0.0231621349446123,0.930173637215929
2873,10,100,Pseudobulk_sum,0.0629405840886203,0.895549794413554
2873,10,100,Monocle,0.191339375629406,0.826525970797873
2873,10,100,ROTS,0.242195367573011,0.727381314803305
2997,10,100,MAST,0.255931347804139,0.400355266267303
2997,10,100,MAST_RE,0.0439172135285209,0.635023247068307
2997,10,100,MAST_Combat,0.701278772378517,0.00931850452112442
2997,10,100,GLM_tweedie,0.0543099152964624,0.810170416842651
2997,10,100,GLMM_tweedie,0.0274040857000498,0.826803946555388
2997,10,100,GEE1,0.0747384155455904,0.802189471823525
2997,10,100,Pseudobulk_mean,0.0194319880418535,0.925695608533335
2997,10,100,Pseudobulk_sum,0.0343796711509716,0.912841270678896
2997,10,100,Monocle,0.179372197309417,0.835617474948725
2997,10,100,ROTS,0.226706527154958,0.746329905044966
3004,10,100,MAST,0.283889980353635,0.351566549608406
3004,10,100,MAST_RE,0.0505893909626719,0.612141237946283
3004,10,100,MAST_Combat,0.700497512437811,-0.0638779317851413
3004,10,100,GLM_tweedie,0.0480582524271845,0.823072881337742
3004,10,100,GLMM_tweedie,0.0262135922330097,0.830476964551622
3004,10,100,GEE1,0.0854368932038835,0.797241123817738
3004,10,100,Pseudobulk_mean,0.0252427184466019,0.913074633964577
3004,10,100,Pseudobulk_sum,0.0461165048543689,0.896922214992736
3004,10,100,Monocle,0.170873786407767,0.836439157889511
3004,10,100,ROTS,0.223300970873786,0.728409741217216
3100,10,100,MAST,0.280693069306931,0.363104580593535
3100,10,100,MAST_RE,0.0594059405940594,0.604504433229292
3100,10,100,MAST_Combat,0.705558337506259,-0.026739320133072
3100,10,100,GLM_tweedie,0.0607843137254902,0.805336302056388
3100,10,100,GLMM_tweedie,0.0352941176470588,0.823225998171838
3100,10,100,GEE1,0.0862745098039216,0.802949402206732
3100,10,100,Pseudobulk_mean,0.0264705882352941,0.920811863403536
3100,10,100,Pseudobulk_sum,0.0563725490196079,0.89707966048705
3100,10,100,Monocle,0.185294117647059,0.826477353036403
3100,10,100,ROTS,0.239705882352941,0.72865651689828
3281,10,100,MAST,0.275575134605972,0.361502528585623
3281,10,100,MAST_RE,0.0558002936857563,0.605300499245802
3281,10,100,MAST_Combat,0.692079207920792,-0.0325724558533937
3281,10,100,GLM_tweedie,0.0531914893617021,0.809938928035997
3281,10,100,GLMM_tweedie,0.0270793036750484,0.825418401204888
3281,10,100,GEE1,0.0846228239845261,0.788141075984612
3281,10,100,Pseudobulk_mean,0.0290135396518375,0.912211438550021
3281,10,100,Pseudobulk_sum,0.0449709864603482,0.899154107243826
3281,10,100,Monocle,0.188104448742747,0.822269298756898
3281,10,100,ROTS,0.242263056092843,0.7176988189147
3610,10,100,MAST,0.284653465346535,0.349717380319219
3610,10,100,MAST_RE,0.0564356435643564,0.602672780434405
3610,10,100,MAST_Combat,0.687030545818728,-0.0242896143644916
3610,10,100,GLM_tweedie,0.0561249389946315,0.804801164712527
3610,10,100,GLMM_tweedie,0.0297706198145437,0.823624029331561
3610,10,100,GEE1,0.0771107857491459,0.802994260146167
3610,10,100,Pseudobulk_mean,0.0268423621278673,0.920332434925973
3610,10,100,Pseudobulk_sum,0.0453879941434846,0.908684869622497
3610,10,100,Monocle,0.175695461200586,0.838158667692723
3610,10,100,ROTS,0.242557345046364,0.737725176587268
3936,10,100,MAST,0.283776996484179,0.346733730259238
3936,10,100,MAST_RE,0.0547463586137619,0.599492652446011
3936,10,100,MAST_Combat,0.703947368421053,-0.0512121050911275
3936,10,100,GLM_tweedie,0.056379821958457,0.808513248400768
3936,10,100,GLMM_tweedie,0.0321463897131553,0.822286666589295
3936,10,100,GEE1,0.0791295746785361,0.795954175335307
3936,10,100,Pseudobulk_mean,0.0257171117705242,0.918856591263211
3936,10,100,Pseudobulk_sum,0.0425321463897132,0.904298021287481
3936,10,100,Monocle,0.186943620178042,0.829246285108678
3936,10,100,ROTS,0.233432245301682,0.750190993034119
4078,10,100,MAST,0.275075987841945,0.375076863312823
4078,10,100,MAST_RE,0.0653495440729483,0.605234520449213
4078,10,100,MAST_Combat,0.683725690890481,-0.0194846188130661
4078,10,100,GLM_tweedie,0.0574425574425574,0.794523929188402
4078,10,100,GLMM_tweedie,0.032967032967033,0.80923173271306
4078,10,100,GEE1,0.0734265734265734,0.797021769999033
4078,10,100,Pseudobulk_mean,0.026973026973027,0.911457120833792
4078,10,100,Pseudobulk_sum,0.0454545454545455,0.899849897840791
4078,10,100,Monocle,0.174825174825175,0.838109740602092
4078,10,100,ROTS,0.227772227772228,0.738328897821122
4213,10,100,MAST,0.27863163113535,0.352411234829269
4213,10,100,MAST_RE,0.059494298463064,0.593840624855111
4213,10,100,MAST_Combat,0.695783132530121,-0.03717845590429
4213,10,100,GLM_tweedie,0.0719882468168462,0.787096545101487
4213,10,100,GLMM_tweedie,0.0377081292850147,0.81249085181191
4213,10,100,GEE1,0.0886385896180216,0.787815357834381
4213,10,100,Pseudobulk_mean,0.0298726738491675,0.9185360517725
4213,10,100,Pseudobulk_sum,0.0372184133202742,0.912306668363805
4213,10,100,Monocle,0.185602350636631,0.828328943364571
4213,10,100,ROTS,0.236532810969638,0.707464914423074
4233,10,100,MAST,0.270792079207921,0.369140180383618
4233,10,100,MAST_RE,0.048019801980198,0.61670456697017
4233,10,100,MAST_Combat,0.68968968968969,-0.0296303473963027
4233,10,100,GLM_tweedie,0.0538687561214496,0.80990340736647
4233,10,100,GLMM_tweedie,0.0284035259549461,0.829468233191379
4233,10,100,GEE1,0.0714985308521058,0.813409083678607
4233,10,100,Pseudobulk_mean,0.0254652301665034,0.921086172390336
4233,10,100,Pseudobulk_sum,0.0905974534769834,0.863107352376363
4233,10,100,Monocle,0.185602350636631,0.828000503709544
4233,10,100,ROTS,0.220861900097943,0.706419068023924
4372,10,100,MAST,0.26890756302521,0.374499082373949
4372,10,100,MAST_RE,0.0548690064260999,0.609080204725638
4372,10,100,MAST_Combat,0.679699248120301,-0.0193104035725259
4372,10,100,GLM_tweedie,0.063953488372093,0.798989122456411
4372,10,100,GLMM_tweedie,0.0387596899224806,0.816292582716754
4372,10,100,GEE1,0.0862403100775194,0.796445359834187
4372,10,100,Pseudobulk_mean,0.0242248062015504,0.924645632027125
4372,10,100,Pseudobulk_sum,0.0532945736434109,0.897902426992773
4372,10,100,Monocle,0.188468992248062,0.826067269034913
4372,10,100,ROTS,0.231104651162791,0.706076261444344
4517,10,100,MAST,0.273673772930094,0.372979464761888
4517,10,100,MAST_RE,0.0500743678730788,0.618890297535333
4517,10,100,MAST_Combat,0.688978359335682,-0.0417600580543164
4517,10,100,GLM_tweedie,0.0607545320921117,0.786990485879239
4517,10,100,GLMM_tweedie,0.0308672219500245,0.810512657577007
4517,10,100,GEE1,0.0783929446349829,0.786051828235951
4517,10,100,Pseudobulk_mean,0.0230279274865262,0.928147496143929
4517,10,100,Pseudobulk_sum,0.156295933365997,0.816860870735069
4517,10,100,Monocle,0.173934345908868,0.841269130445231
4517,10,100,ROTS,0.232239098481137,0.744348977492657
4617,10,100,MAST,0.279141104294479,0.361292906331728
4617,10,100,MAST_RE,0.0547034764826176,0.607504338933853
4617,10,100,MAST_Combat,0.699275362318841,-0.0290946943271478
4617,10,100,GLM_tweedie,0.0641738251642244,0.800183777252427
4617,10,100,GLMM_tweedie,0.0323395654370894,0.824016150165449
4617,10,100,GEE1,0.0828701364325417,0.79752592565172
4617,10,100,Pseudobulk_mean,0.0288024254674078,0.920019030748701
4617,10,100,Pseudobulk_sum,0.0429509853461344,0.910574315265254
4617,10,100,Monocle,0.192521475492673,0.821003979086136
4617,10,100,ROTS,0.246083880747852,0.725474492708465
4653,10,100,MAST,0.262626262626263,0.369163446602211
4653,10,100,MAST_RE,0.046969696969697,0.609314880197084
4653,10,100,MAST_Combat,0.646666666666667,0.0154387519706991
4653,10,100,GLM_tweedie,0.0610610610610611,0.812631080256817
4653,10,100,GLMM_tweedie,0.0305305305305305,0.832812411774016
4653,10,100,GEE1,0.0710710710710711,0.81901280217628
4653,10,100,Pseudobulk_mean,0.0215215215215215,0.925091942929362
4653,10,100,Pseudobulk_sum,0.0325325325325325,0.920361399193169
4653,10,100,Monocle,0.176176176176176,0.837945373379324
4653,10,100,ROTS,0.223223223223223,0.762037541224948
4667,10,100,MAST,0.275096525096525,0.359124686573128
4667,10,100,MAST_RE,0.0617760617760618,0.595248542541614
4667,10,100,MAST_Combat,0.700293829578844,-0.0304059018480409
4667,10,100,GLM_tweedie,0.065620542082739,0.788290322641797
4667,10,100,GLMM_tweedie,0.0342368045649073,0.813507274602748
4667,10,100,GEE1,0.0732287208749406,0.800494320705183
4667,10,100,Pseudobulk_mean,0.0228245363766049,0.913751742513885
4667,10,100,Pseudobulk_sum,0.0328102710413695,0.90865414517861
4667,10,100,Monocle,0.180694246314788,0.829556906408988
4667,10,100,ROTS,0.230147408464099,0.73637806412297
4673,10,100,MAST,0.266092245311708,0.375190098269409
4673,10,100,MAST_RE,0.0506842372022301,0.613411966318959
4673,10,100,MAST_Combat,0.712230215827338,-0.0289776788593263
4673,10,100,GLM_tweedie,0.0490736104156234,0.806968885877575
4673,10,100,GLMM_tweedie,0.0275413119679519,0.8194412419637
4673,10,100,GEE1,0.0781171757636455,0.79664254841978
4673,10,100,Pseudobulk_mean,0.0245368052078117,0.921616432244714
4673,10,100,Pseudobulk_sum,0.0475713570355533,0.903525880925941
4673,10,100,Monocle,0.173259889834752,0.837054214557548
4673,10,100,ROTS,0.230345518277416,0.726773679835066
4693,10,100,MAST,0.270623742454728,0.384427843143191
4693,10,100,MAST_RE,0.0573729240060393,0.616940841906128
4693,10,100,MAST_Combat,0.684344722080571,-0.0247358666584658
4693,10,100,GLM_tweedie,0.0670640834575261,0.79711304871657
4693,10,100,GLMM_tweedie,0.0387481371087928,0.819437620772746
4693,10,100,GEE1,0.0824639841033284,0.797080446089206
4693,10,100,Pseudobulk_mean,0.0233482364629906,0.923411262090703
4693,10,100,Pseudobulk_sum,0.0397416790859414,0.906997425252315
4693,10,100,Monocle,0.184302036761053,0.826848514090018
4693,10,100,ROTS,0.228017883755589,0.724919351818875
4780,10,100,MAST,0.255413385826772,0.377401040467528
4780,10,100,MAST_RE,0.0531496062992126,0.602966722218787
4780,10,100,MAST_Combat,0.695413758723829,-0.0429980177844922
4780,10,100,GLM_tweedie,0.0543953375424964,0.799529024463274
4780,10,100,GLMM_tweedie,0.0339970859640602,0.811878601526813
4780,10,100,GEE1,0.0786789703739679,0.79619557239189
4780,10,100,Pseudobulk_mean,0.0233122875182127,0.920898080934535
4780,10,100,Pseudobulk_sum,0.0403108305002428,0.90647596875577
4780,10,100,Monocle,0.169499757163672,0.840178975170954
4780,10,100,ROTS,0.218552695483244,0.751669551557977
5192,10,100,MAST,0.290402784684237,0.353162184947268
5192,10,100,MAST_RE,0.0556936847339632,0.610494446804922
5192,10,100,MAST_Combat,0.691339375629406,-0.0244691094632286
5192,10,100,GLM_tweedie,0.0641842234198922,0.790403212075472
5192,10,100,GLMM_tweedie,0.0362567368936796,0.808657195630372
5192,10,100,GEE1,0.0886820186183244,0.782054831372241
5192,10,100,Pseudobulk_mean,0.0225379715825576,0.919159521722689
5192,10,100,Pseudobulk_sum,0.0759431651151396,0.871388870465419
5192,10,100,Monocle,0.191082802547771,0.822414374597292
5192,10,100,ROTS,0.237138657520823,0.733828766283315
5437,10,100,MAST,0.266077565046637,0.372216287394123
5437,10,100,MAST_RE,0.0628375061364752,0.59694654707976
5437,10,100,MAST_Combat,0.696083292017848,-0.0336007906456029
5437,10,100,GLM_tweedie,0.0593056894889103,0.804376742307185
5437,10,100,GLMM_tweedie,0.0332690453230473,0.82160578831553
5437,10,100,GEE1,0.0699132111861138,0.812163408980278
5437,10,100,Pseudobulk_mean,0.0250723240115718,0.913726951588451
5437,10,100,Pseudobulk_sum,0.0568948891031823,0.886977390786298
5437,10,100,Monocle,0.189971070395371,0.821563481524963
5437,10,100,ROTS,0.232401157184185,0.743606079791526
5471,10,100,MAST,0.277578245253976,0.358727810514176
5471,10,100,MAST_RE,0.0574653668547973,0.600574475248635
5471,10,100,MAST_Combat,0.700312174817898,0.0222369517899206
5471,10,100,GLM_tweedie,0.0667340748230536,0.782249944705751
5471,10,100,GLMM_tweedie,0.0338725985844287,0.807432749773792
5471,10,100,GEE1,0.0773508594539939,0.799085129481599
5471,10,100,Pseudobulk_mean,0.0262891809908999,0.909258950414179
5471,10,100,Pseudobulk_sum,0.0819009100101112,0.861266665542922
5471,10,100,Monocle,0.182002022244692,0.830283319952976
5471,10,100,ROTS,0.233569261880688,0.713753272029551
5562,10,100,MAST,0.275913129318855,0.365071664925586
5562,10,100,MAST_RE,0.0518262586377098,0.611896863226756
5562,10,100,MAST_Combat,0.667164922770304,0.0125462067651154
5562,10,100,GLM_tweedie,0.0511197663096397,0.807581401626981
5562,10,100,GLMM_tweedie,0.0228821811100292,0.826142657484429
5562,10,100,GEE1,0.0676728334956183,0.804678173094698
5562,10,100,Pseudobulk_mean,0.0248296007789679,0.91767213589312
5562,10,100,Pseudobulk_sum,0.111976630963973,0.843889565251686
5562,10,100,Monocle,0.17429406037001,0.838666087466843
5562,10,100,ROTS,0.230769230769231,0.684048846103133
5666,10,100,MAST,0.255189873417722,0.399118058091437
5666,10,100,MAST_RE,0.0476190476190476,0.626192217703266
5666,10,100,MAST_Combat,0.712749615975422,-0.0831702186028289
5666,10,100,GLM_tweedie,0.0533134030891878,0.797445578020714
5666,10,100,GLMM_tweedie,0.0274040857000498,0.813373565237254
5666,10,100,GEE1,0.0772296960637768,0.792919194689469
5666,10,100,Pseudobulk_mean,0.0274040857000498,0.915554487514686
5666,10,100,Pseudobulk_sum,0.0303936223218734,0.9149131025613
5666,10,100,Monocle,0.166417538614848,0.846375490234576
5666,10,100,ROTS,0.209267563527653,0.774456535752191
5786,10,100,MAST,0.27178729689808,0.35331117300095
5786,10,100,MAST_RE,0.051206302314131,0.599459471502268
5786,10,100,MAST_Combat,0.701097804391218,-0.077104003266574
5786,10,100,GLM_tweedie,0.0625,0.801333346385221
5786,10,100,GLMM_tweedie,0.0295542635658915,0.824009793341163
5786,10,100,GEE1,0.0813953488372093,0.803510955914715
5786,10,100,Pseudobulk_mean,0.0193798449612403,0.930443149656858
5786,10,100,Pseudobulk_sum,0.0707364341085271,0.883219770928037
5786,10,100,Monocle,0.175872093023256,0.835628882415984
5786,10,100,ROTS,0.22093023255814,0.741679518985505
5920,10,100,MAST,0.246327130264447,0.38183815788062
5920,10,100,MAST_RE,0.0470127326150833,0.605627518626974
5920,10,100,MAST_Combat,0.682697074863659,-0.00981140006585012
5920,10,100,GLM_tweedie,0.0574047274481428,0.80721709589235
5920,10,100,GLMM_tweedie,0.0313555233960444,0.824839604069955
5920,10,100,GEE1,0.0795947901591896,0.797579664959214
5920,10,100,Pseudobulk_mean,0.0250844187168355,0.915594240513416
5920,10,100,Pseudobulk_sum,0.0472744814278823,0.904256089422698
5920,10,100,Monocle,0.172214182344428,0.83855072964774
5920,10,100,ROTS,0.215147129763628,0.75443931777159
6082,10,100,MAST,0.2765432,0.3545114
6082,10,100,MAST_RE,0.0567901234567901,0.597068160554731
6082,10,100,MAST_Combat,0.700550826239359,-0.0535746902373303
6082,10,100,GLM_tweedie,0.0689655172413793,0.802914034030629
6082,10,100,GLMM_tweedie,0.0378824672170957,0.822225085535611
6082,10,100,GEE1,0.0879067508499272,0.793116797582961
6082,10,100,Pseudobulk_mean,0.0257406508013599,0.919551528477518
6082,10,100,Pseudobulk_sum,0.0505099562894609,0.899076478522856
6082,10,100,Monocle,0.191840699368626,0.821531420478757
6082,10,100,ROTS,0.235065565808645,0.72948695109971
6111,10,100,MAST,0.274950099800399,0.363502938955869
6111,10,100,MAST_RE,0.0523952095808383,0.609873281514449
6111,10,100,MAST_Combat,0.709791983764587,-0.0172242393601566
6111,10,100,GLM_tweedie,0.0567901234567901,0.800651502220431
6111,10,100,GLMM_tweedie,0.0241975308641975,0.824715123759109
6111,10,100,GEE1,0.0790123456790123,0.796739913289781
6111,10,100,Pseudobulk_mean,0.0222222222222222,0.926925310574627
6111,10,100,Pseudobulk_sum,0.0385185185185185,0.915718409845946
6111,10,100,Monocle,0.196049382716049,0.819770391389481
6111,10,100,ROTS,0.233086419753086,0.749236339309612
668,10,100,MAST,0.271661569826707,0.366222003901476
668,10,100,MAST_RE,0.063710499490316,0.594881098083495
668,10,100,MAST_Combat,0.689958592132505,0.00197076011707437
668,10,100,GLM_tweedie,0.0541082164328657,0.794474062195679
668,10,100,GLMM_tweedie,0.031062124248497,0.811934167131619
668,10,100,GEE1,0.0846693386773547,0.778533623049714
668,10,100,Pseudobulk_mean,0.0245490981963928,0.917498428431648
668,10,100,Pseudobulk_sum,0.0806613226452906,0.868925152215771
668,10,100,Monocle,0.188376753507014,0.824901114669805
668,10,100,ROTS,0.233466933867736,0.730745197271349
701,10,100,MAST,0.267996108949416,0.369829355595933
701,10,100,MAST_RE,0.0530155642023346,0.608395402655281
701,10,100,MAST_Combat,0.686669945892769,-0.00315342583141217
701,10,100,GLM_tweedie,0.0619894281595387,0.804145846437792
701,10,100,GLMM_tweedie,0.0312349831811629,0.824570160489456
701,10,100,GEE1,0.0860163382988948,0.797645321811215
701,10,100,Pseudobulk_mean,0.0216242191254205,0.926548432467949
701,10,100,Pseudobulk_sum,0.0427679000480538,0.909913813693491
701,10,100,Monocle,0.176838058625661,0.835903219850721
701,10,100,ROTS,0.224891878904373,0.759498809967842
7048,10,100,MAST,0.272859216255443,0.364131970493581
7048,10,100,MAST_RE,0.0416061925495888,0.624710083226449
7048,10,100,MAST_Combat,0.694458067680236,-0.0342417480684501
7048,10,100,GLM_tweedie,0.0594388968140751,0.797641673538521
7048,10,100,GLMM_tweedie,0.0275796481217309,0.822225708742524
7048,10,100,GEE1,0.0803613884926296,0.789887389421091
7048,10,100,Pseudobulk_mean,0.0233000475511175,0.918337126819134
7048,10,100,Pseudobulk_sum,0.0561103185924869,0.89335345385333
7048,10,100,Monocle,0.187351402757965,0.824493839099395
7048,10,100,ROTS,0.237280076081788,0.741362205779787
7205,10,100,MAST,0.251485148514852,0.379929677488286
7205,10,100,MAST_RE,0.050990099009901,0.606106402293987
7205,10,100,MAST_Combat,0.695804195804196,-0.0395288785220028
7205,10,100,GLM_tweedie,0.0538160469667319,0.805838269894769
7205,10,100,GLMM_tweedie,0.0318003913894325,0.82017658301039
7205,10,100,GEE1,0.0719178082191781,0.803395558268043
7205,10,100,Pseudobulk_mean,0.0215264187866928,0.916320078835255
7205,10,100,Pseudobulk_sum,0.0278864970645793,0.914499054651727
7205,10,100,Monocle,0.175636007827789,0.837853930082382
7205,10,100,ROTS,0.223091976516634,0.756710350016631
7997,10,100,MAST,0.267074413863405,0.375095512969339
7997,10,100,MAST_RE,0.0463812436289501,0.620431663125794
7997,10,100,MAST_Combat,0.701853759011329,-0.0143713081515773
7997,10,100,GLM_tweedie,0.0568124685771745,0.799949384999941
7997,10,100,GLMM_tweedie,0.0291603821015586,0.819136008091515
7997,10,100,GEE1,0.0784313725490196,0.795700557560118
7997,10,100,Pseudobulk_mean,0.0211161387631976,0.92589212274992
7997,10,100,Pseudobulk_sum,0.0432378079436903,0.903326256890391
7997,10,100,Monocle,0.198592257415787,0.817276552356137
7997,10,100,ROTS,0.246354952237305,0.750137325733296
8009,10,100,MAST,0.276107997962303,0.38172633656781
8009,10,100,MAST_RE,0.0575942915392457,0.620293991521629
8009,10,100,MAST_Combat,0.692546583850932,-0.00435177312423949
8009,10,100,GLM_tweedie,0.0621553884711779,0.792474682438991
8009,10,100,GLMM_tweedie,0.0330827067669173,0.812679139052849
8009,10,100,GEE1,0.0847117794486216,0.785528886979594
8009,10,100,Pseudobulk_mean,0.0255639097744361,0.920222115572808
8009,10,100,Pseudobulk_sum,0.0426065162907268,0.90637648962873
8009,10,100,Monocle,0.198496240601504,0.809980213139322
8009,10,100,ROTS,0.228070175438597,0.756225457151316
8507,10,100,MAST,0.275124378109453,0.352281009444719
8507,10,100,MAST_RE,0.0552238805970149,0.595642201232651
8507,10,100,MAST_Combat,0.696878147029205,-0.054709853032527
8507,10,100,GLM_tweedie,0.0678466076696165,0.784438848228533
8507,10,100,GLMM_tweedie,0.0339233038348083,0.811054502758112
8507,10,100,GEE1,0.076204523107178,0.796304858553716
8507,10,100,Pseudobulk_mean,0.0221238938053097,0.920103654651636
